customer_id,customer_segment,predicted_discount,predicted_redemption_prob,predicted_revenue,current_redemption_rate,total_spent,avg_order_value,coupon_type
CUST_000104,Medium Value,15.0,0.667,7016.26,0.667,391353.75,12229.8,Standard Discount
CUST_000105,Medium Value,13.0,0.533,9096.1,0.533,1362511.74,19746.55,Premium Discount
CUST_000106,Medium Value,14.0,0.458,10176.25,0.458,1322079.17,24944.89,Premium Discount
CUST_000107,Medium Value,13.0,0.667,7880.37,0.667,782527.14,13491.85,Premium Discount
CUST_000108,VIP,5.0,0.778,20861.79,0.778,702454.87,28098.19,Exclusive VIP Offer
CUST_000109,Medium Value,14.0,0.444,4933.8,0.444,347326.09,12863.93,Premium Discount
CUST_000110,VIP,5.0,0.667,9293.52,0.667,191696.22,14745.86,Exclusive VIP Offer
CUST_000111,VIP,5.0,1.0,17901.08,1.0,437511.41,19022.24,Exclusive VIP Offer
CUST_000112,High Value,12.0,0.333,8670.29,0.333,1830138.87,29518.37,Premium Discount
CUST_000113,Medium Value,16.0,0.2,3682.54,0.2,843704.84,22202.76,Standard Discount
CUST_000114,Low Value,15.0,0.4,3586.1,0.4,157356.49,10490.43,Premium Discount
CUST_000115,High Value,5.0,0.7,18367.27,0.7,2606254.15,27726.11,Loyalty Reward
CUST_000116,VIP,5.0,0.5,3353.59,0.5,78196.37,7108.76,Exclusive VIP Offer
CUST_000117,VIP,5.0,0.75,14763.84,0.75,493565.38,20565.22,Exclusive VIP Offer
CUST_000118,VIP,5.0,0.765,15513.82,0.765,1072672.24,21453.44,Exclusive VIP Offer
CUST_000119,Medium Value,14.0,0.6,5341.88,0.6,165599.29,10349.96,Premium Discount
CUST_000120,Low Value,13.0,0.2,1658.61,0.2,120887.95,9299.07,Premium Discount
CUST_000121,VIP,5.0,0.545,8181.82,0.545,720354.13,16007.87,Exclusive VIP Offer
CUST_000122,Medium Value,14.0,0.444,7718.3,0.444,420492.9,20023.47,Premium Discount
CUST_000123,VIP,5.0,0.733,18103.0,0.733,1639263.13,26439.73,Exclusive VIP Offer
CUST_000124,Low Value,14.0,0.0,0.0,0.0,82258.58,82258.58,Premium Discount
CUST_000125,Medium Value,14.0,0.5,5230.37,0.5,239959.75,11997.99,Premium Discount
CUST_000126,Medium Value,14.0,0.5,3730.14,0.5,189995.98,8636.18,Premium Discount
CUST_000127,VIP,5.0,0.667,6630.91,0.667,126761.2,10563.43,Exclusive VIP Offer
CUST_000128,VIP,5.0,0.7,6904.65,0.7,430370.61,10246.92,Exclusive VIP Offer
CUST_000129,VIP,8.0,0.778,11371.76,0.778,446045.95,15930.21,Exclusive VIP Offer
CUST_000130,VIP,6.0,0.625,20632.17,0.625,708716.1,35435.81,Exclusive VIP Offer
CUST_000131,VIP,5.0,0.571,15722.74,0.571,379401.57,29184.74,Exclusive VIP Offer
CUST_000132,VIP,5.0,0.609,11596.7,0.609,766737.86,20177.31,Exclusive VIP Offer
CUST_000133,Low Value,11.0,0.4,4847.17,0.4,223765.64,13985.35,Premium Discount
CUST_000134,Medium Value,13.0,0.654,10099.13,0.654,1286183.27,17618.95,Premium Discount
CUST_000135,VIP,5.0,0.667,12014.81,0.667,1117194.08,18935.49,Exclusive VIP Offer
CUST_000136,VIP,5.0,0.75,6236.93,0.75,116519.83,8963.06,Exclusive VIP Offer
CUST_000137,Medium Value,14.0,0.6,17236.75,0.6,426267.21,32789.79,Premium Discount
CUST_000138,Medium Value,12.0,0.8,6839.69,0.8,161666.93,9509.82,Premium Discount
CUST_000139,High Value,12.0,0.435,17096.2,0.435,3401396.97,43607.65,Premium Discount
CUST_000140,VIP,5.0,0.636,9808.64,0.636,312945.19,16470.8,Exclusive VIP Offer
CUST_000141,Medium Value,13.0,0.556,13065.61,0.556,1966282.53,26935.38,Premium Discount
CUST_000142,Medium Value,17.0,0.0,0.0,0.0,312341.19,18373.01,Standard Discount
CUST_000143,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000144,VIP,5.0,1.0,8445.5,1.0,107167.0,8930.58,Exclusive VIP Offer
CUST_000145,High Value,12.0,0.526,15896.1,0.526,2734594.44,34182.43,Premium Discount
CUST_000146,High Value,5.0,0.714,16803.68,0.714,1922242.55,24964.19,Loyalty Reward
CUST_000147,VIP,5.0,1.0,16108.74,1.0,153372.74,17041.42,Exclusive VIP Offer
CUST_000148,Medium Value,13.0,0.75,6201.33,0.75,188853.69,9442.68,Premium Discount
CUST_000149,Medium Value,14.0,0.3,4214.82,0.3,321656.7,16082.83,Premium Discount
CUST_000150,Medium Value,15.0,0.286,7227.1,0.286,1837813.22,26254.47,Premium Discount
CUST_000151,Low Value,13.0,-0.0,0.0,0.0,39962.51,7992.5,Premium Discount
CUST_000152,VIP,5.0,0.6,9011.64,0.6,334870.69,15946.22,Exclusive VIP Offer
CUST_000153,Low Value,14.0,-0.0,0.0,0.0,74066.03,18516.51,Premium Discount
CUST_000154,High Value,11.0,0.651,18492.21,0.651,5693897.97,31458.0,Premium Discount
CUST_000155,Low Value,12.0,-0.0,0.0,0.0,33015.98,5502.66,Premium Discount
CUST_000156,VIP,7.0,0.692,22406.7,0.692,1391177.23,34779.43,Exclusive VIP Offer
CUST_000157,Low Value,16.0,0.0,0.0,0.0,115899.87,28974.97,Standard Discount
CUST_000158,VIP,5.0,0.842,24106.19,0.842,1492765.12,29855.3,Exclusive VIP Offer
CUST_000159,Medium Value,15.0,0.5,5647.5,0.5,212180.56,13261.29,Premium Discount
CUST_000160,Medium Value,13.0,0.571,4650.42,0.571,152892.01,8993.65,Premium Discount
CUST_000161,VIP,5.0,1.0,19869.79,1.0,166948.7,20868.59,Exclusive VIP Offer
CUST_000162,VIP,5.0,0.6,15539.39,0.6,437025.28,27314.08,Exclusive VIP Offer
CUST_000163,VIP,5.0,0.556,12356.14,0.556,1003689.91,23341.63,Exclusive VIP Offer
CUST_000164,VIP,5.0,0.571,6338.0,0.571,151850.4,11680.8,Exclusive VIP Offer
CUST_000165,Low Value,15.0,0.333,3428.49,0.333,132216.91,12019.72,Standard Discount
CUST_000166,Low Value,12.0,-0.0,0.0,0.0,109477.31,15639.62,Premium Discount
CUST_000167,Low Value,15.0,-0.0,0.0,0.0,50597.34,12649.34,Premium Discount
CUST_000168,High Value,11.0,0.618,13841.08,0.618,2456972.73,25329.62,Premium Discount
CUST_000169,Medium Value,15.0,0.421,8497.95,0.421,741907.28,22482.04,Premium Discount
CUST_000170,VIP,5.0,1.0,23642.02,1.0,98926.27,24731.57,Exclusive VIP Offer
CUST_000171,VIP,5.0,0.786,16833.51,0.786,659633.69,22745.99,Exclusive VIP Offer
CUST_000172,VIP,7.0,1.0,5831.59,1.0,70073.29,6370.3,Exclusive VIP Offer
CUST_000173,Low Value,11.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000174,High Value,5.0,0.609,19480.9,0.609,2346253.83,34003.68,Loyalty Reward
CUST_000175,Medium Value,16.0,-0.0,0.0,0.0,447504.26,19456.71,Standard Discount
CUST_000176,High Value,11.0,0.7,17241.65,0.7,2261590.51,26297.56,Premium Discount
CUST_000177,VIP,5.0,0.5,8619.98,0.5,218041.09,18170.09,Exclusive VIP Offer
CUST_000178,Low Value,12.0,-0.0,0.0,0.0,44917.4,5614.68,Premium Discount
CUST_000179,VIP,8.0,0.667,6454.23,0.667,146622.75,10473.05,Exclusive VIP Offer
CUST_000180,Low Value,13.0,0.333,6110.83,0.333,550484.6,21172.48,Premium Discount
CUST_000181,VIP,5.0,1.0,27503.25,1.0,643794.88,29263.4,Exclusive VIP Offer
CUST_000182,High Value,12.0,0.5,22195.92,0.5,2453259.56,50066.52,Premium Discount
CUST_000183,Low Value,17.0,0.2,2497.63,0.2,177888.34,14824.03,Standard Discount
CUST_000184,Low Value,10.0,0.333,656.54,0.333,3090.32,1545.16,Premium Discount
CUST_000185,High Value,11.0,0.595,22278.74,0.595,5157138.81,41927.96,Premium Discount
CUST_000186,High Value,11.0,0.568,23124.61,0.568,4702368.22,45215.08,Premium Discount
CUST_000187,Medium Value,13.0,0.6,9273.76,0.6,479768.4,17769.2,Premium Discount
CUST_000188,VIP,6.0,1.0,24032.12,1.0,714206.66,25507.38,Exclusive VIP Offer
CUST_000189,High Value,5.0,0.769,33170.3,0.769,3397675.52,45914.53,Loyalty Reward
CUST_000190,Low Value,12.0,0.4,4656.69,0.4,211746.49,13234.16,Premium Discount
CUST_000191,Medium Value,13.0,0.75,12411.08,0.75,448843.89,18701.83,Premium Discount
CUST_000192,VIP,5.0,0.833,30621.14,0.833,1130716.14,38990.21,Exclusive VIP Offer
CUST_000193,Medium Value,14.0,0.533,11999.65,0.533,708514.6,25304.09,Premium Discount
CUST_000194,High Value,11.0,0.5,14594.66,0.5,5732257.38,32755.76,Premium Discount
CUST_000195,Medium Value,12.0,0.667,17218.64,0.667,1171670.71,29291.77,Premium Discount
CUST_000196,Medium Value,17.0,-0.0,0.0,0.0,144019.13,7200.96,Standard Discount
CUST_000197,Medium Value,15.0,0.545,9747.99,0.545,732853.77,20938.68,Premium Discount
CUST_000198,VIP,5.0,0.643,10421.88,0.643,720315.84,17150.38,Exclusive VIP Offer
CUST_000199,VIP,5.0,0.571,14033.74,0.571,595930.76,25910.03,Exclusive VIP Offer
CUST_000200,Medium Value,14.0,0.6,6528.62,0.6,608395.33,11929.32,Premium Discount
CUST_000201,Medium Value,12.0,0.667,16405.68,0.667,1327811.94,27662.75,Premium Discount
CUST_000202,Low Value,11.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000203,VIP,7.0,0.75,9683.71,0.75,262653.83,13823.89,Exclusive VIP Offer
CUST_000204,Low Value,12.0,0.333,3812.32,0.333,286598.04,13027.18,Premium Discount
CUST_000205,Low Value,16.0,0.25,1319.42,0.25,61831.09,6183.11,Standard Discount
CUST_000206,Medium Value,16.0,0.4,3090.15,0.4,176222.24,9274.85,Standard Discount
CUST_000207,Medium Value,15.0,0.333,3437.11,0.333,399649.7,12110.6,Premium Discount
CUST_000208,Low Value,11.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000209,VIP,5.0,0.667,4009.73,0.667,221912.7,6340.36,Exclusive VIP Offer
CUST_000210,VIP,5.0,0.667,15009.95,0.667,756434.62,23638.58,Exclusive VIP Offer
CUST_000211,VIP,5.0,1.0,30401.43,1.0,574392.4,33787.79,Exclusive VIP Offer
CUST_000212,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000213,Medium Value,14.0,0.5,9573.86,0.5,268095.8,22341.32,Premium Discount
CUST_000214,VIP,5.0,0.857,29233.66,0.857,1656420.02,36009.13,Exclusive VIP Offer
CUST_000215,VIP,5.0,0.467,9923.71,0.467,1038302.17,23073.38,Exclusive VIP Offer
CUST_000216,VIP,5.0,0.625,15634.72,0.625,500152.74,26323.83,Exclusive VIP Offer
CUST_000217,VIP,5.0,0.667,15214.52,0.667,239632.94,23963.29,Exclusive VIP Offer
CUST_000218,VIP,5.0,0.529,10934.44,0.529,1017827.76,22126.69,Exclusive VIP Offer
CUST_000219,High Value,11.0,0.667,25794.87,0.667,7052549.54,42485.24,Premium Discount
CUST_000220,VIP,5.0,0.5,5684.97,0.5,216674.58,12037.48,Exclusive VIP Offer
CUST_000221,Medium Value,15.0,0.364,15504.26,0.364,1827270.83,46853.1,Premium Discount
CUST_000222,High Value,12.0,0.583,25237.29,0.583,6888365.24,49202.61,Premium Discount
CUST_000223,VIP,5.0,0.5,7029.92,0.5,502122.71,14768.31,Exclusive VIP Offer
CUST_000224,VIP,5.0,0.75,13471.69,0.75,527624.59,18843.74,Exclusive VIP Offer
CUST_000225,VIP,5.0,0.353,7188.75,0.353,807791.5,21832.2,Exclusive VIP Offer
CUST_000226,VIP,5.0,0.524,9124.81,0.524,1167832.76,18537.03,Exclusive VIP Offer
CUST_000227,VIP,5.0,0.625,8169.08,0.625,179463.12,13804.86,Exclusive VIP Offer
CUST_000228,Low Value,23.0,0.0,0.0,0.0,55719.4,6964.92,High Value Discount
CUST_000229,VIP,5.0,0.5,13959.87,0.5,644634.73,29301.58,Exclusive VIP Offer
CUST_000230,VIP,5.0,0.833,8351.43,0.833,222863.6,10612.55,Exclusive VIP Offer
CUST_000231,High Value,12.0,0.438,12395.21,0.438,3130380.73,30993.87,Premium Discount
CUST_000232,Medium Value,14.0,0.667,5237.25,0.667,71889.19,8986.15,Premium Discount
CUST_000233,Medium Value,14.0,0.412,6254.87,0.412,915742.75,17278.17,Premium Discount
CUST_000234,Low Value,13.0,0.0,0.0,0.0,325792.35,54298.72,Premium Discount
CUST_000235,High Value,5.0,0.737,21547.3,0.737,1854593.18,30909.89,Loyalty Reward
CUST_000236,VIP,5.0,0.667,5173.07,0.667,49048.1,8174.68,Exclusive VIP Offer
CUST_000237,VIP,8.0,0.5,8664.35,0.5,473305.63,18932.23,Exclusive VIP Offer
CUST_000238,VIP,5.0,0.4,6626.09,0.4,830540.06,17671.07,Exclusive VIP Offer
CUST_000239,Medium Value,12.0,0.611,11297.03,0.611,1228208.08,21176.0,Premium Discount
CUST_000240,Medium Value,12.0,0.75,3176.41,0.75,74824.86,4156.94,Premium Discount
CUST_000241,VIP,5.0,0.667,16036.02,0.667,253864.64,25386.46,Exclusive VIP Offer
CUST_000242,High Value,12.0,0.48,11538.86,0.48,2140522.99,27095.23,Premium Discount
CUST_000243,Low Value,14.0,0.0,0.0,0.0,9654.89,4827.44,Premium Discount
CUST_000244,Medium Value,15.0,0.167,2414.17,0.167,317136.38,17618.69,Standard Discount
CUST_000245,VIP,5.0,0.5,15908.11,0.5,535466.39,33466.65,Exclusive VIP Offer
CUST_000246,Medium Value,15.0,0.2,3656.21,0.2,298957.11,21354.08,Premium Discount
CUST_000247,Medium Value,14.0,0.667,9377.52,0.667,212158.08,16319.85,Premium Discount
CUST_000248,Medium Value,15.0,0.333,1185.5,0.333,53670.48,4128.5,Premium Discount
CUST_000249,Medium Value,16.0,0.5,9215.87,0.5,124424.46,20737.41,Standard Discount
CUST_000250,High Value,5.0,0.556,12241.18,0.556,2406758.0,23141.9,Loyalty Reward
CUST_000251,Medium Value,13.0,0.6,11678.63,0.6,835835.56,22590.15,Premium Discount
CUST_000252,Low Value,11.0,0.286,2217.83,0.286,269547.45,8984.92,Premium Discount
CUST_000253,Low Value,11.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000254,VIP,5.0,0.5,6492.93,0.5,218678.75,13667.42,Exclusive VIP Offer
CUST_000255,VIP,5.0,0.667,13428.56,0.667,302062.71,21575.91,Exclusive VIP Offer
CUST_000256,Medium Value,15.0,0.4,10134.36,0.4,550781.19,28988.48,Premium Discount
CUST_000257,High Value,8.0,0.5,12050.4,0.5,2395410.3,26323.19,Loyalty Reward
CUST_000258,Low Value,15.0,-0.0,0.0,0.0,31440.52,7860.13,Premium Discount
CUST_000259,Low Value,13.0,0.4,3987.13,0.4,69728.8,11621.47,Premium Discount
CUST_000260,VIP,5.0,0.5,4291.49,0.5,54703.19,9117.2,Exclusive VIP Offer
CUST_000261,High Value,9.0,0.519,12054.97,0.519,2393164.36,25732.95,Loyalty Reward
CUST_000262,Low Value,13.0,0.25,2796.99,0.25,127985.45,12798.54,Premium Discount
CUST_000263,VIP,5.0,1.0,30668.12,1.0,327473.15,32747.32,Exclusive VIP Offer
CUST_000264,High Value,8.0,0.684,24963.04,0.684,2797621.54,39966.02,Loyalty Reward
CUST_000265,VIP,5.0,0.818,9702.26,0.818,388829.82,12542.9,Exclusive VIP Offer
CUST_000266,VIP,5.0,0.536,12012.83,0.536,1361907.47,23893.11,Exclusive VIP Offer
CUST_000267,Low Value,12.0,-0.0,0.0,0.0,0.0,0.0,Premium Discount
CUST_000268,Low Value,10.0,0.2,1152.43,0.2,75002.77,5769.44,Premium Discount
CUST_000269,Medium Value,13.0,0.375,15151.04,0.375,1056649.83,45941.3,Premium Discount
CUST_000270,VIP,5.0,0.571,2986.66,0.571,94890.74,5581.81,Exclusive VIP Offer
CUST_000271,Medium Value,13.0,0.615,8579.69,0.615,1135403.26,15991.6,Premium Discount
CUST_000272,Medium Value,15.0,0.333,4298.29,0.333,320050.09,15240.48,Standard Discount
CUST_000273,Medium Value,13.0,0.667,7557.98,0.667,141852.99,12895.73,Premium Discount
CUST_000274,Medium Value,13.0,0.545,8531.03,0.545,718248.09,17956.2,Premium Discount
CUST_000275,VIP,5.0,0.429,13266.06,0.429,1036244.95,33427.26,Exclusive VIP Offer
CUST_000276,High Value,11.0,0.531,8629.43,0.531,2145358.02,18494.47,Premium Discount
CUST_000277,Medium Value,14.0,0.636,5429.36,0.636,359589.62,9988.6,Premium Discount
CUST_000278,VIP,5.0,0.571,11459.7,0.571,1399416.29,21203.28,Exclusive VIP Offer
CUST_000279,VIP,5.0,0.571,17342.22,0.571,895880.87,31995.75,Exclusive VIP Offer
CUST_000280,Low Value,21.0,0.0,0.0,0.0,67858.68,7539.85,High Value Discount
CUST_000281,VIP,5.0,0.5,9135.68,0.5,859561.03,19535.48,Exclusive VIP Offer
CUST_000282,Medium Value,15.0,0.364,3018.98,0.364,218794.84,9512.82,Premium Discount
CUST_000283,VIP,5.0,0.429,13431.29,0.429,1250048.05,32896.0,Exclusive VIP Offer
CUST_000284,VIP,5.0,0.643,11523.62,0.643,1100963.94,18982.14,Exclusive VIP Offer
CUST_000285,Low Value,15.0,0.286,2921.85,0.286,213555.05,11864.17,Premium Discount
CUST_000286,High Value,9.0,0.583,18613.73,0.583,1746637.5,34932.75,Loyalty Reward
CUST_000287,High Value,5.0,0.692,26758.05,0.692,5108631.48,41198.64,Loyalty Reward
CUST_000288,High Value,12.0,0.533,21978.23,0.533,3442004.61,45893.39,Premium Discount
CUST_000289,High Value,5.0,0.767,24913.19,0.767,2439551.59,34359.88,Loyalty Reward
